firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
54594,1.0276421861,0.0480705804,-14.85541186,0.0123440503,0.6840265556,1.9733863463,0.0468495287,-0.048118812,0.2031023102,-0.025633063,-0.139722347,0.0056812418,0.2074074074,0.038100386,0.0056812418,42.0,-0.002029015,-0.030927835,0.0428401179,-0.007354603,0.1801328551,0.2255495381,-0.279121195,0.0229042904,0.0244941427,0.4722355593,0.0,2.6537993921,0.1459651499,0.9404255319,0.0001427959,53.288461538,6.8504326329,0.178623014,0.0,0.0,1.0,0.0,0.0,0.3565258549,6.0,26.218029249,0.3280516984,-0.029969744,0.4182980804,-0.271068719,-0.11207172,-0.054679958,-1327.941211,0.0463645568,14.084024427,0.0019710907,0.009686533,0.0165061898,-0.004147509,0.0067239198,0.026254344,2.0,0.0008715863,0.3738735311,0.0039640178,3.0,13.860476715,1.3464271273,0.0,0.0365853943,0.0190032015,0.0219079282,0.4603392037,3.6616574115,1.4770608e-09,1.3804531e-08,1.3545613391,1.8348364214,-0.001065401,0.037259213,0.0492188158,0.1574600705,0.0759612378868397,0.0414523449319215,-0.0669558145838981,0.0699409387628224,0.0989782886334611,0.3986184477854531,0.4246688741721856,0.4747215081405314,0.4100778369520688,0.4317803660565724,0.4791577137945855,0.6167214654767499,0.638267491670633,0.3092430581970331,0.4014657980456027,0.5169678272366682,0.8144438587243017,0.4147143444307442,0.2771799628942486,0.0800125509883904,0.1651997291807718,0.1382275132275132,0.1211726384364821,0.170748299319728,0.200976971388695,0.2390208783297336,0.3429574717128367,0.2988679245283019,0.4252587991718428,0.2425992779783394,0.279553903345725,0.2489114658925981,0.4164609053497943,0.328957528957529,0.3263969171483623,0.1910034602076125,0.2915572232645405,0.2288468404141377,0.102498398462524,0.1755464480874318,0.2594218807171609,0.3718612993224393,0.4199669966996702,0.5659690627843494,0.7158524426719843,0.9272116461366182,0.8716693855356172,0.9590210586226524
14526,0.2869407679,0.052311627,33.065957263,0.008943404,0.1915151895,0.6796017546,0.1594502209,0.1935051107,0.4922472013,-0.000104588,0.2500985094,-0.052993625,-0.445401562,0.0756113073,0.0529936246,43.0,0.013900581,0.1944083225,0.1359004229,0.0511302414,0.0479273563,0.128065881,-0.129916967,0.1082806036,0.1585002277,0.4257399377,0.0,1.5987541519,-0.157973562,1.2042051403,-0.21873576,40.026324295,5.9447149875,0.4153001985,0.0,0.0,0.0,0.0,0.0,0.7943278475,5.0,0.1536336158,0.0306065988,0.1463192994,-15.0766237,0.5574436151,0.1877907051,25.847987023,-351.7953695,0.0511260178,14.13926739,-0.003411718,0.0322330584,0.0511282086,0.0316936873,0.0354867981,0.0203082545,3.0,0.0013990906,6.996609953,-0.115403617,7.0,15.059639549,2.3252103481,0.0,0.0444700532,0.0155345159,0.0261082102,0.5082278174,6.6570166265,6.312324e-10,8.3603638e-09,1.4205967881,2.0180952345,-0.089173376,0.0391390782,-0.527324047,0.092427201,0.0017519271198318,0.0675877520537713,0.1987421383647798,0.4031901840490797,0.2794808682031775,0.181404958677686,0.2231016042780749,0.2336569579288026,0.2644847412649271,0.379826254826255,0.3028024606971975,0.4320060105184071,0.4374057315233786,0.3141806481268674,0.1385902031063322,0.1544518473652332,0.2806270996640538,0.0964525407478427,0.0362450163102574,0.0862462006079027,0.064209938581798,0.0866590649942988,0.323611111111111,0.2471101417666303,0.3217753120665743,0.349539768704272,0.2642051735573736,0.30250569476082,0.4366834170854272,0.5661462612982746,0.7620955315870568,0.6402753872633391,0.8996677740863785,0.7998111425873466,0.7207342762563951,0.6704645048203333,0.6917159763313612,0.5923141186299083,0.5963149078726968,0.828005115089514,0.929670626349892,1.0494623655913982,1.1367713004484306,1.3824999999999998,1.1431784107946026,1.2441130298273153,0.9751295336787564,1.2171384257464135
11581,0.3708162203,-0.074863663,2.9392152736,0.0016777307,0.6559934329,0.8181588863,0.0857653686,-0.11874701,0.261608255,-0.004256325,-0.04391254,-0.144747041,-2.119069352,0.0837776306,0.1447470413,30.0,-0.007790989,-0.071428571,-0.079922898,-0.047542705,-0.047466572,0.4190413542,0.1212793861,-0.012601739,-0.225929828,0.3089750786,0.0,2.2431793379,-0.059095088,1.702668739,-0.041697687,6.3996904301,6.1522033517,-0.060882395,0.0,0.0,1.0,0.0,1.0,0.5910288395,3.0,0.0954514009,0.0460383709,-0.048797375,-0.068459085,-0.778099593,-0.131541442,0.0686984603,-3096.873871,0.0351574588,14.239612662,0.0143344739,0.0035689266,0.0099473227,-0.002792136,0.1204526311,0.0193748751,1.0,-0.000753296,3.2234261224,-0.094554346,3.0,14.505380543,1.6124763178,0.0,0.0235059448,0.0186488362,0.0228494786,0.644169916,8.6991698418,9.222931e-10,1.0440827e-08,1.6076784899,2.5846301269,-0.014821144,0.0340586818,-0.160765991,0.1747052929,0.0152963671128107,0.0231213872832369,0.0231213872832369,0.1905829596412556,0.1424268502581755,0.1141418380193035,0.1178947368421052,0.1742591773551527,-0.0271161597654817,-0.0059902658180456,0.074463779846216,0.1341307133703546,0.1404639175257731,0.1080968280467444,0.0722940226171242,0.1644736842105263,0.4437194127243067,0.2383395522388058,0.1513443191673895,0.1498484192291036,0.1297872340425532,0.114609571788413,0.1183656276326876,0.0436320754716981,0.1488533102553006,-0.0253303964757708,-0.0957084468664849,-0.1621962764278952,-0.1300786369593708,-0.2128668840794544,-0.1775092936802974,-0.2319930575643621,-0.2527441598649029,-0.215888954518606,-0.2225475841874084,-0.2427267541357672,-0.2241379310344827,-0.2753820960698689,-0.3206243602865916,-0.2931309904153355,-0.3164263645726056,-0.2567189249720044,-0.2480883602378929,-0.194722474977252,-0.2191176470588235,-0.1517571884984025,-0.1329196603527106,-0.12693193028609
15203,1.3086470599,-0.031899957,-11.74976504,0.0,0.7313776513,1.6143175394,-0.020741816,-0.130505553,0.1912421805,0.0118197488,-0.237667811,-0.095877081,-6.591549296,0.1783701818,0.0958770807,43.0,-0.077473325,-0.038167939,-0.22830756,0.0703613251,0.0061863087,0.0909706241,-0.050634876,-0.188848462,-0.05637149,0.5021830929,0.0,2.4970950829,-0.08207175,0.5646875443,0.0216166667,20.261278195,12.786476868,0.021790159,0.0,1.0,1.0,0.0,0.0,0.3100971922,4.0,0.2030746723,-0.119833566,-0.015536742,0.8693717548,-0.737282956,-0.131541442,0.1632910114,-4488.393441,0.0351574588,9.1658928017,-0.005733716,-0.009323496,-0.014534218,-0.077737665,0.0285627353,0.1162536866,1.0,-0.023345367,-0.193106827,-0.096508207,4.0,8.1666990611,0.3993748497,0.0,0.1590908617,0.078668191,0.0680584534,1.2884522789,1.4358311578,1.23208e-05,7.5667037e-08,0.4334190419,0.1878520659,0.8057067822,0.0462594469,-0.48850391,0.1747052929,0.2698412698412697,0.1764705882352941,0.2307692307692308,0.3333333333333332,0.3245033112582782,0.2987012987012987,0.4134275618374559,0.3513513513513513,0.3107018808571991,0.2698412698412697,0.3559322033898304,0.2903225806451612,0.4234875444839858,0.2903225806451612,0.3166556945358789,0.2539184952978057,0.0723860589812332,-0.0498812351543942,-0.1208791208791209,-0.1452991452991452,-0.1999999999999999,-0.2481203007518797,-0.1525423728813558,-0.12472647702407,-0.1701244813278009,-0.2319508448540707,-0.2438706262641538,-0.2882562277580071,-0.1999999999999999,-0.24953095684803,-0.3003445802942052,-0.3031358885017422,-0.3115318416523235,-0.3388429752066115,-0.3846153846153846,-0.327188319989235,-0.3220338983050848,-0.3431855500821018,-0.3598975836133781,-0.2792792792792792,-0.4244604316546763,-0.4293865905848787,-0.4293865905848787,-0.4771241830065359,-0.4616419919246298,-0.3517017828200972,-0.3710691823899371,-0.4054696789536266
16126,0.347808619,0.0400062097,70.761776677,0.0109306046,0.2943284445,0.5640507159,0.1088825363,-0.005625547,0.2662687836,0.0034783953,-0.107446904,-0.051248974,-0.824920799,0.0730081641,0.0512489738,42.0,0.009516574,0.1823063878,-0.049006191,-0.102683065,-0.009214563,0.2202747036,0.0514253221,0.0357179539,0.10062633,0.3183017225,0.0,2.0904970039,0.002929545,1.0770743743,-0.086150621,75.998053442,6.2030042609,0.2341819636,0.0,0.0,0.0,0.0,0.0,0.5135095259,5.0,0.1291603214,-0.034079057,0.1342173647,-15.01575584,-0.022167927,0.2276594327,25.847987023,-468.9863495,0.0511260178,14.051300067,0.0010941954,0.0120568944,0.0236277787,-0.021897327,0.0115581399,0.0295169779,0.0,-0.002898551,2.6958467404,-0.02843185,6.0,13.802670608,0.9181207709,0.0,0.0201058369,0.0205353922,0.0233801219,0.5128417183,2.6735713966,2.829066e-09,2.7044784e-08,1.4161898564,2.0055937095,0.0228970355,0.0297313075,-0.093562945,0.092427201,-0.0151133501259446,-0.0821596244131455,-0.0990783410138248,0.1014084507042252,-0.1014248506204994,-0.1171157609513775,-0.0552512886597937,-0.0221740580193398,-0.0062690613351407,0.067916970138383,0.0362190812720848,0.1613861386138613,0.1392773892773893,0.0554255893467698,-0.0149479341619079,0.0600036146755829,0.2045594577942082,0.1590909090909089,0.1333333333333333,0.1322393822393823,0.2236595034425204,0.2642810950635912,0.258853831294269,0.2912813738441215,0.3901398435648258,0.25,0.3097364895042429,0.2542771599657827,0.4041177878860424,0.2656452309020283,0.3439505041246562,0.2727864583333332,0.3176814199056392,0.350760018424689,0.3126678603401969,0.3218390804597701,0.4027744558718009,0.2003683995088006,0.1998772504091652,0.3062360801781738,0.401098901098901,0.5623335109216836,0.5503568596352102,0.52100622406639,0.4139344262295084,0.3868526838496098,0.2168049792531119,0.313255709807434
17137,0.5801064933,0.0508148955,0.6359668091,0.0235792158,0.3131974749,1.3869458463,0.1287511705,-0.01513398,0.9338012267,-0.017680469,-0.072401761,-0.082855156,-1.467749068,0.1253984109,0.0828551559,42.0,-0.023826251,0.1117568172,0.0025781629,0.1365122102,0.0434265549,0.1195829926,0.1112102324,0.0437420145,0.0188254795,0.568096163,0.0,1.8252632672,-0.010433775,1.1342760313,0.0364345345,7.4145428959,23.534045103,0.2831127706,0.0,0.0,1.0,0.0,0.0,1.4844276806,6.0,-0.0169402,-0.18808432,0.1018486651,0.1053529018,0.6271268058,-0.215126193,0.0317146802,-1673.204062,0.1725520505,12.910924825,-0.003033027,0.0102814922,0.0158324341,-0.00334593,0.1729767216,-0.025264448,0.0,-0.000731261,0.3550280555,0.0366959721,5.0,12.354583983,0.6843657817,0.0,0.0797385424,0.0292794349,0.036900822,0.3810659915,1.1654194971,1.571041e-08,3.7279809e-08,1.0748615679,1.1553273902,0.15041599,0.0547814959,0.2333117732,0.1106395507,-0.0301418439716311,-0.100328947368421,-0.0585197934595524,0.1917211328976036,0.1763440860215055,0.1046042003231018,0.0588463027487418,0.1424394319131161,-0.0200644930132568,-0.0731955269400203,-0.1415568110483364,-0.117172369270497,-0.0855901036442661,0.0905103668261564,-0.1278698979591835,-0.1442428035043804,-0.0179533213644523,-0.0575465196416263,-0.1659042390972857,-0.0373108060542062,-0.0356135401974611,-0.0308291991495393,-0.041023842917251,0.0637884091793077,0.230873087308731,0.4018452075858534,0.3954081632653061,0.5736478711162256,1.0021961932650072,0.804089709762533,0.8758573388203019,1.0782674772036476,1.015475313190862,0.9833212472806384,0.8417508417508419,0.8257676902536717,0.9397163120567378,0.7899214659685865,0.7343056436271402,0.9535714285714288,0.6893143915997528,0.979015918958032,0.7168863779033272,0.7611075338055378,0.9876453488372094,0.949394155381326,0.7136591478696741,0.8797250859106529
20670,0.285039636,-0.013801309,3.1006024216,0.0,0.427618822,0.613065181,0.0515711171,0.0618581913,0.4061238985,-0.036463305,0.2564232798,-0.085047104,-4.263663968,0.0450428349,0.085047104,34.0,0.0316667971,1.1686746988,0.2507240336,-0.112825894,0.2144302262,1.109016161,0.2195049381,0.1847758499,-0.138323647,0.4311237789,0.0,2.6554771907,-0.559460292,2.2793386519,-0.599429079,3.4960568766,5.2089966322,0.0707800815,0.0,0.0,0.0,1.0,0.0,0.7717356305,5.0,-4.526156048,-0.038007727,1.0352673655,0.038188797,0.520449903,0.1505822716,0.0881547131,-5673.09792,0.0542543586,13.626434138,0.0026017072,-0.010525218,-0.025158763,0.0267487668,0.2460632285,-0.044276564,0.0,0.0,3.8803449234,0.1443509674,3.0,13.617360453,1.5814630675,0.0,0.1008522287,0.0288794278,0.0270373561,0.704378068,10.623531444,3.1353837e-09,1.0849985e-08,1.1868616894,1.4086406697,0.1610165461,0.042915645,0.1811684482,0.1446455487,0.0792276964047937,0.1179310344827586,0.1148555708390648,0.2546439628482972,0.1620071684587813,0.1117969821673525,0.141549295774648,0.0945307224848075,0.0785096473719229,0.0828323313293253,-0.0959286112660344,-0.1132385120350109,-0.046470588235294,-0.1866532865027595,-0.1228354978354978,-0.145042194092827,0.0074580484773152,-0.0246690734055354,-0.0526008182349502,-0.1122672508214677,-0.1788247213779127,-0.1775748351090816,0.0012353304508956,-0.1535248041775455,-0.0949190396426576,-0.1142076502732239,-0.1326912787586944,-0.1592323651452282,-0.0800227014755958,-0.1592323651452282,-0.0470311581422693,-0.2516158818097875,-0.1513089005235602,-0.0867605633802816,-0.4183710082526013,-0.4940699126092384,-0.4501356852103121,-0.4204504826599927,-0.3500400962309543,-0.3107993197278911,-0.0795002839295854,-0.0109823062843197,0.0560260586319218,0.1102739726027397,0.2308276385725134,0.4564240790655884,0.4776663628076572,0.4803652968036531
64899,0.2229888253,0.0496735178,112.86409673,0.0102123394,0.3791638408,0.2372362684,0.1157752531,0.0965163572,0.2230710286,-0.024371168,0.1405988397,-0.009047611,-0.104814019,0.0548799988,0.009047611,42.0,0.0058199362,-0.033333333,0.1195864639,0.1424569423,0.069840572,0.0630339707,-0.049242362,0.0471912762,0.0505518629,0.2123182331,1.0,1.1973606168,-0.086256539,0.4726052788,-0.046269116,41.327508455,8.7550752329,0.1621587209,0.0,0.0,0.0,0.0,0.0,0.5233093481,6.0,-1.392063616,-0.00373452,-3.388070903,-0.01232024,-0.25792751,-0.278699202,0.0078281476,18605.585206,0.0424473619,15.353469716,0.003365753,0.0246723544,0.0644058136,0.0027439999,0.0095364039,0.0725605732,4.0,0.0006926516,0.4986013551,0.0557149439,6.0,9.0120308834,0.0010856833,0.0,0.0779548213,0.0222269191,0.0159197233,0.7215462251,0.0076674933,1.2370364e-07,2.1000000578,0.4171054883,0.1739769884,0.0950101678,0.0259110003,0.2542895906,0.0424679742,0.0442622950819671,0.0311749347258485,0.0168383110195673,-0.0700729927007298,-0.0525040484615845,-0.0514800360252176,-0.047592061498727,-0.0483373493975903,0.0211764705882353,0.0062165605095541,0.0421529136557286,0.1061195136451818,0.0475167429215568,0.0957467469411537,0.1076832377647791,0.1691533451746594,0.2502057613168724,0.2448327651936008,0.3184443331664164,0.3548774421516665,0.3335809555968261,0.354389574759945,0.37251205257346,0.3665743944636679,0.4178423981331898,0.5876984924623117,0.6392653315347099,0.7295379899277423,0.8269457615357927,0.8166513339466424,0.9035546451379686,0.7917205398661675,0.8806666666666667,0.961703712902024,0.8802189954772675,0.9359803921568628,1.0577829881464114,1.2574449842812232,1.2439772727272724,1.4337735846149815,1.7642344706911637,1.8986422018348623,2.003346007604563,2.038,1.9627906976744187,2.2266339869281047,2.361191489361702,2.5580180180180183
23660,0.1865154177,0.0462519335,32.536872265,0.0116680253,0.2289345244,0.496534382,0.2002120355,-0.021006044,0.5474468451,-0.06705281,0.0007650426,-0.002146356,-0.019486104,0.0471532035,0.002146356,33.0,0.00701519,0.09375,0.0957299337,-0.040718747,0.0096100771,0.166237024,-0.065897824,0.0592482695,-0.046467317,0.3843033771,0.0,1.9496355243,-0.302435847,0.9818062546,-0.374985389,23.385827748,8.6839172228,0.2752127002,0.0,0.0,0.0,0.0,0.0,1.1537277712,6.0,-0.000635431,0.1312241768,0.0759036563,0.0324265866,0.1284718994,0.63503808,-0.033351631,6889.499395,0.2058056635,16.545814041,0.0003559266,0.0277498654,0.0577349614,0.0031645962,0.0344739748,-0.008605331,0.0,0.0003389543,1.2459098686,0.0132070095,5.0,16.601195651,1.1743364941,0.0,0.0581189431,0.0143310844,0.0121459502,0.5328685169,4.9725090434,8.147536e-11,1.7798136e-08,0.7555178282,0.5708071887,-0.030766579,0.0216081963,0.0033493481,0.3124160554,0.0163637929549564,0.0212011076497058,0.0297556719022689,0.1063091778381926,0.0480461811722914,0.0042549570249339,0.1001211895217675,0.2025884031386937,0.244831223628692,0.3144352862552908,0.3139962142300412,0.4050482200261938,0.3734869646182495,0.2961010433827569,0.2884594388033628,0.2676979267375658,0.3762099125364433,0.3885162960348278,0.3802339181286549,0.3950821610119399,0.3707747705889186,0.4760475297060662,0.4456694842582385,0.413632007666507,0.4994917407878019,0.5044620091789904,0.6132604237867396,0.6112779901693066,0.6717665391698542,0.7842455397641368,0.8851437699680511,0.8572552722694367,0.8997102382485513,1.0025453928389614,0.9797013923838284,0.9454335641279265,1.0678114596110042,0.9803658331934888,1.1263063063063066,1.1947182443741862,1.3048828124999998,1.4708961474036857,1.4838981267101663,1.591348265261309,1.5848209396561166,1.6300423445509251,1.6741445728529345,1.6881548974943057
82542,0.291496573,0.0549324085,4.5552554794,0.0100447928,0.1485705066,0.3986672624,0.2366478713,0.0190851386,0.4152743149,0.0093559617,-0.143160639,-0.061553707,-0.488493309,0.0817665226,0.0615537068,41.0,-0.014065249,0.0089418778,0.0002016417,0.1064617714,0.0551486209,0.3658483479,0.1908113463,-0.029523414,0.1279431393,0.5038524916,0.0,2.0265785095,-0.357324796,1.6498087982,-0.303189115,3.2433014126,6.7464014508,0.4810463635,0.0,0.0,0.0,0.0,0.0,0.6870715683,6.0,3.469537951,-0.021168463,-0.155790757,0.1299334103,4.9542574397,0.693411806,0.3128827318,-4125.335827,0.0227327182,13.85775517,0.001917534,0.0315755772,0.047752777,0.0027878184,0.1619946723,-0.000401756,0.0,0.0016500049,0.6331342261,0.0242900891,5.0,13.019320175,0.4566424605,0.0,0.0491493084,0.0157194619,0.0316347212,0.5706512782,1.0808725214,8.0047605e-09,5.3817506e-08,1.1037281378,1.2182158022,-0.02728691,0.0348595305,-0.224480338,0.0332453156,0.0392045454545455,0.0945541591861161,0.1346153846153848,0.337966349670812,0.3230613425925925,0.4206928693490757,0.509324971117346,0.548163196207889,0.5568607422540006,0.6246224906732991,0.7389237497623122,0.9449170565716716,0.9902067464635472,1.2452737539896883,1.0596846846846848,1.0592208961945508,1.3216552424473216,1.3151898734177214,1.3921004446769554,1.3006289308176102,1.2452737539896883,1.5537559340966212,1.0912417104962269,1.1232876712328768,1.5544692737430172,1.540983606557377,1.6936671575846831,1.5494842486757738,1.9386246786632395,1.576056338028169,1.7096296296296298,1.6786760398359697,1.9944335297969875,1.936737315350032,1.9004123057405649,2.0331674958540638,1.892156862745098,1.5906515580736549,1.870370370370371,2.022141440846001,2.1126616746085776,2.077052489905788,2.295495495495496,3.089892665474061,3.630379746835443,3.713917525773196,3.73343685300207,3.854033970276008
